ID,Name in English,Name in French,Name in Spanish,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment
912,Olultecan,olultecan,oluteco,Mexico,MEX,,Severely endangered
1782,Omagua (Brazil),omagua (Brésil),omagua (Brasil),Brazil,BRA,omg,Critically endangered
638,Omagua (Peru),omagua (Pérou),omagua (Perú),Peru,PER,omg,Critically endangered
886,Omaha-Ponca,omaha,omaha,United States of America,USA,oma,Critically endangered
98,Omotik,omotik,omótico,Kenya,KEN,omt,Critically endangered
639,Ona,ona,ona,Argentina,ARG,ona,Extinct
2368,Oneida (Canada),oneida (Canada),oneida (Canadá),"Canada, United States of America","CAN, USA",one,Critically endangered
1535,Oneida (New York),oneida (New York),oneida (Nueva York),United States of America,USA,one,Critically endangered
269,Oneida (Wisconsin),oneida (Wisconsin),oneida (Wisconsin),United States of America,USA,one,Critically endangered
102,Ongamo,ongamo,ngasa,Kenya,KEN,nsg,Critically endangered
2455,Onge,onge,önge,India,IND,oon,Critically endangered
1432,Ongkor Solon,solon d'Ongkor,solon ongkor,China,CHN,"evn, orh",Extinct
2560,Onin,onin,onin,Indonesia,IDN,oni,Vulnerable
2695,Onjab,onjob,onjab,Papua New Guinea,PNG,onj,Vulnerable
2369,Onondaga (Canada),onondaga (Canada),onondaga (Canadá),"Canada, United States of America","CAN, USA",ono,Critically endangered
270,Onondaga (New York),onondaga (New York),onondaga (Nueva York),United States of America,USA,ono,Critically endangered
305,Opon-Carare,opon-carare,opón-carare,Colombia,COL,,Extinct
1682,Opuuo,opuo,opúo,Ethiopia,ETH,lgn,Critically endangered
2283,Orang Hulu,orang hulu,yakuno,Malaysia,MYS,jak,Definitely endangered
2281,Orang Kanaq,orang kanaq,orang kanaq,Malaysia,MYS,orn,Extinct
2282,Orang Seletar,orang seletar,orang seletar,Malaysia,MYS,ors,Severely endangered
1233,Ordos,ordos,ordoso,China,CHN,"drh, khk, mvf",Definitely endangered
738,Orejón,orejón,orejón,Peru,PER,ore,Severely endangered
2561,Ormu,ormu,ormu,Indonesia,IDN,orz,Vulnerable
2262,Ormuri,ormuri,ormurí,"Pakistan, Afghanistan","PAK, AFG",oru,Definitely endangered
640,Oro Win,oro win,orovín,Brazil,BRA,orw,Critically endangered
492,Oroch,oroch,orochi,Russian Federation,RUS,oac,Critically endangered
2135,Oroha,oroha,oroha,Solomon Islands,SLB,ora,Severely endangered
493,Orok,orok,oroki,Russian Federation,RUS,oaa,Critically endangered
2497,Orowe,ôrôê,orowe,New Caledonia (France),NCL,bpk,Definitely endangered
887,Osage,osage,osague,United States of America,USA,osa,Critically endangered
1066,Ossete,ossète,osético,"Georgia, Russian Federation","GEO, RUS",oss,Vulnerable
1718,Otoro,otoro,otoro,Sudan,SDN,otr,Severely endangered
2370,Ottawa (Canada),ottawa (Canada),oyibua odahua (Canadá),"Canada, United States of America","CAN, USA",otw,Severely endangered
1533,Ottawa (Michigan),ottawa (Michigan),oyibua odahua (Míchigan),United States of America,USA,otw,Critically endangered
1532,Ottawa (Walpole Island),ottawa (île Walpole),oyibua odahua (Isla de Walpole),"Canada, United States of America","CAN, USA",otw,Severely endangered
2120,Ouma,ouma,ouma,Papua New Guinea,PNG,oum,Critically endangered
1684,Oyda,oyda,oyda,Ethiopia,ETH,oyd,Vulnerable
1434,Oyrat,oïrat,oirato,"China, Kyrgyzstan, Mongolia","CHN, KGZ, MNG",xal,Definitely endangered
920,Ozomatlán Totonac,totonaque d'Ozomatlán,totonacano de Ozumatlán,Mexico,MEX,tgt,Critically endangered
2344,Paafang,paafang,pááfango,Micronesia (Federated States of),FSM,pfa,Severely endangered
2072,Paakantyi,baagandji,baagandji,Australia,AUS,drl,Critically endangered
1953,Pacahuara,pacawara,acahuara,Bolivia (Plurinational State of),BOL,pcp,Critically endangered
157,Pacific Gulf Yupik,yupik du golfe du Pacifique,yupí del Pacífico,United States of America,USA,ems,Severely endangered
985,Padam,padam,padam,India,IND,,Vulnerable
2313,Padoe,padoe,padoe,Indonesia,IDN,pdo,Vulnerable
1566,Padri,padari,bhadri,India,IND,bhd,Vulnerable
641,Páez,páez,páez,Colombia,COL,pbb,Definitely endangered
725,Paipai,paipai,paipái,Mexico,MEX,ppi,Severely endangered
1159,Paite,paite,chin paite,India,IND,"pck, smt",Vulnerable
1622,Paiter,suruí,suruí,Brazil,BRA,sru,Vulnerable
2031,Paiwan,paiwan,paiwan,China,CHN,pwn,Vulnerable
2407,Pakan,pakan,bugán,China,CHN,bbh,Definitely endangered
2470,Palaung,palaung,palaungo shwe,Myanmar,MMR,pce,Severely endangered
2471,Pale,pale,palaungo pale,Myanmar,MMR,pce,Severely endangered
1909,Palenque Creole,créole de Palenque,palenquero,Colombia,COL,pln,Definitely endangered
2067,Palikur (Brazil),palikur (Brésil),palikur (Brasil),Brazil,BRA,plu,Vulnerable
306,Palikur (French Guyana),palikur (Guyane Française),palikur (Guayana Francesa),French Guiana (France),GUF,plu,Severely endangered
1297,Paloor,paloor,palor,Senegal,SEN,fap,Vulnerable
2620,Palu'e,palu'e,palu'e,Indonesia,IDN,,Definitely endangered
2606,Palumata,palumata,palumata,Indonesia,IDN,pmc,Extinct
1318,Pana,pana,pana,Burkina Faso,BFA,png,Definitely endangered
1889,Panamahka,panamahka,panamaka,Nicaragua,NIC,sum,Vulnerable
2094,Panamanian Creole,créole panaméen,criollo inglés panameño,Panama,PAN,,Definitely endangered
860,Panamint,panamint,panamint,United States of America,USA,par,Critically endangered
642,Panará,panará,panará,Brazil,BRA,kre,Vulnerable
1967,Panare,panare,panare,Venezuela (Bolivarian Republic of),VEN,pbh,Vulnerable
2314,Panasuan,panasuan,panasuano,Indonesia,IDN,,Definitely endangered
1560,Pangvali,pangvali,paharí pangwalí,India,IND,pgg,Critically endangered
962,Panobo,panobo,panobo,Peru,PER,pno,Extinct
915,Papantla Totonac,totonaque de Papantla,totonaco papantla,Mexico,MEX,top,Definitely endangered
2696,Papapana,papapana,papapana,Papua New Guinea,PNG,ppn,Definitely endangered
2121,Papi,papi,papi,Papua New Guinea,PNG,ppe,Severely endangered
2044,Papora,papora,papora,China,CHN,ppu,Extinct
2299,Parachi,parachi,parachí,Afghanistan,AFG,prc,Definitely endangered
1814,Pareci,pareci,parecís,Brazil,BRA,pab,Definitely endangered
1840,Parintintin,parintintín,parintintin,Brazil,BRA,pah,Critically endangered
1587,Parji,parji,duruwa,India,IND,pci,Critically endangered
1439,Parya,parya,parya,"Uzbekistan, Tajikistan, Afghanistan","UZB, TJK, AFG",paq,Severely endangered
2479,Pashayi,pashai,pasayí,Afghanistan,AFG,"aee, glh, psh, psi",Vulnerable
987,Pasi,pasi (adi),pasi,India,IND,adi,Definitely endangered
518,Pasing,pasing,pasing,Lao People's Democratic Republic,LAO,bgk,Definitely endangered
1916,Patamona (Brazil),patamona (Brésil),patamona (Brasil),Brazil,BRA,pbc,Vulnerable
307,Patamona (Guyana),patamona (Guyane),patamona (Guyana),Guyana,GUY,pbc,Vulnerable
149,Patani Malay,malais de patani,patani,Thailand,THA,,Vulnerable
918,Patla-Chicontla Totonac,totonaque de Patla-Chicontla,totonacano de Patla,Mexico,MEX,tku,Severely endangered
2409,Patua,patua,macanés,China,CHN,mzs,Critically endangered
810,Patwin,patwin,patwin,United States of America,USA,wit,Critically endangered
2607,Paulohi,paulohi,solehua,Indonesia,IDN,plh,Critically endangered
1842,Paumarí,paumarí,paumarí,Brazil,BRA,pad,Severely endangered
1958,Paunaca,paunaca,paunaca,Bolivia (Plurinational State of),BOL,,Critically endangered
2562,Pauwi,pauwi,pauwi,Indonesia,IDN,yki,Vulnerable
892,Pawnee,pawnee,paní,United States of America,USA,paw,Critically endangered
2047,Pazeh,pazeh,pazeh,China,CHN,uun,Critically endangered
2227,Pear,pear,pear,Cambodia,KHM,pcb,Severely endangered
1865,Pech,pech,pechí,Honduras,HND,pay,Severely endangered
2589,Peco' Creole,créole pecok,criollo petjo,Indonesia,IDN,pey,Critically endangered
1918,Pemon (Brazil),pemon (Brésil),pemón (Brasil),Brazil,BRA,aoc,Vulnerable
1965,Pemon (Venezuela),pemon (République bolivarienne du Venezuela),pemón (Venezuela),"Guyana, Venezuela (Bolivarian Republic of)","GUY, VEN",aoc,Vulnerable
1966,Pémono,pémono,pémono,Venezuela (Bolivarian Republic of),VEN,pev,Critically endangered
2315,Pendau,pendau,pendau,Indonesia,IDN,ums,Vulnerable
1580,Pengo,pengo,pengo,India,IND,peg,Critically endangered
2623,Penrhyn,penrhyn,penrhyn,Cook Islands,COK,pnh,Severely endangered
2399,Pentlatch,pentlatch,pentlatch,Canada,CAN,ptw,Extinct
397,Permyak,permiak,permiaco,Russian Federation,RUS,koi,Definitely endangered
547,Phalok,phalok,palok,Thailand,THA,,Extinct
1604,Phalura,phalura,phalura,Pakistan,PAK,phl,Definitely endangered
2459,Phnong,phnong,mnong central,Cambodia,KHM,cmo,Severely endangered
1129,Phom,phom,phom,India,IND,nph,Vulnerable
2256,Phong,phong,pong,Lao People's Democratic Republic,LAO,"hnu, tmk",Definitely endangered
2245,Phula (China),phula (Chine),pula (China),China,CHN,"ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz",Vulnerable
2244,Phula (Viet Nam),phula (Viet Nam),pula (Vietnam),Viet Nam,VNM,"ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz",Definitely endangered
2235,Phunoi,phunoi,phunoi,Lao People's Democratic Republic,LAO,pho,Vulnerable
904,Phurhepecha,purepecha,purépecha,Mexico,MEX,tsz,Vulnerable
134,Phuthi,phuthi,suací,Lesotho,LSO,ssw,Definitely endangered
2122,Piame,piame,piame,Papua New Guinea,PNG,pin,Severely endangered
308,Piapoko,piapoko,piapoko,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",pio,Definitely endangered
2055,Piaroa (Colombia),piaroa (Colombie),piaroa (Colombia),Colombia,COL,pid,Definitely endangered
1963,Piaroa (Venezuela),piaroa (République bolivarienne du Venezuela),piaroa (Venezuela),Venezuela (Bolivarian Republic of),VEN,pid,Vulnerable
398,Picard,picard,picardo,"Belgium, France","BEL, FRA",pcd,Severely endangered
876,Picuris,picuris,picuris,United States of America,USA,twf,Vulnerable
399,Piedmontese,piémontais,piamontés,Italy,ITA,pms,Definitely endangered
645,Pijao,pijao,pijao,Colombia,COL,pij,Extinct
2494,Pije,pije,pije,New Caledonia (France),NCL,piz,Severely endangered
646,Pilagá,pilagá,pilagá,Argentina,ARG,plg,Vulnerable
2345,Pingelapese,pingelap,pingilapés,Micronesia (Federated States of),FSM,pif,Severely endangered
2082,Pintupi,pintupi,pintupi-luritja,Australia,AUS,piu,Vulnerable
1860,Pipil,pipil,pipil,El Salvador,SLV,ppl,Critically endangered
1843,Pirahã,pirahã,mura-piraha,Brazil,BRA,myp,Vulnerable
1845,Piratapuya (Brazil),piratapuya (Brésil),pira-tapuya (Brasil),Brazil,BRA,pir,Severely endangered
2010,Piratapuya (Colombia),piratapuya (Colombie),pira-tapuya (Colombia),Colombia,COL,pir,Critically endangered
2608,Piru,piru,piru,Indonesia,IDN,ppr,Extinct
922,Pisaflores Tepehua,tepehua de Pisaflores,tepehuano de Pisa Flores,Mexico,MEX,tpp,Vulnerable
2006,Pisamira,pisamira,pisamira,Colombia,COL,tuo,Critically endangered
400,Pite Saami,pite saami,saamí de Pite,"Norway, Sweden","NOR, SWE",sje,Critically endangered
2083,Pitjantjatjara,pitjantjatjara,pichanchachara,Australia,AUS,pjt,Vulnerable
2697,Piu,piu,piu,Papua New Guinea,PNG,pix,Definitely endangered
277,Plains Cree,cree des plaines,clisteno de las llanuras,Canada,CAN,crk,Vulnerable
401,Plautdietsch,plautdietsch,bajo alemán,Ukraine,UKR,pdt,Definitely endangered
1142,Pochuri,pochuri,pochuri,India,IND,npo,Vulnerable
402,Poitevin-Saintongeais,poitevin-saintongeais,poitevino-santongés,France,FRA,fra,Severely endangered
403,Polabian,,,Germany,DEU,,Extinct
1386,Polci cluster,groupe Polci,polci,Nigeria,NGA,plj,Definitely endangered
1523,Polesian,polésien,polesio,"Belarus, Poland, Ukraine","BRB, POL, UKR",,Vulnerable
2649,Polonomombauk,polonombauk,polonombauk,Vanuatu,VUT,plb,Definitely endangered
2257,Pong,pong,pong,Lao People's Democratic Republic,LAO,,Definitely endangered
1078,Pontic Greek,grec pontique,póntico,"Armenia, Georgia, Greece, Russian Federation, Turkey, Ukraine","ARM, GEO, GRC, RUS, TUR, UKR",pnt,Definitely endangered
1824,Poqomam,pokomam,Poqomam,Guatemala,GTM,,Definitely endangered
1825,Poqomchi',poqomchi',Poqomchí,Guatemala,GTM,pob,Vulnerable
2371,Potawatomi (Canada),potawatomi (Canada),potahuatomí (Canadá),Canada,CAN,pot,Critically endangered
1529,Potawatomi (Kansas),potawatomi (Kansas),potahuatomí (Kansas),United States of America,USA,pot,Critically endangered
272,Potawatomi (Michigan),potawatomi (Michigan),potahuatomí (Míchigan),United States of America,USA,pot,Critically endangered
1531,Potawatomi (Oklahoma),potawatomi (Oklahoma),potahuatomí (Oklahoma),United States of America,USA,pot,Critically endangered
1530,Potawatomi (Wisconsin),potawatomi (Wisconsin),potahuatomí (Wisconsin),United States of America,USA,pot,Critically endangered
2069,Poyanawa,poyanawa,poyanáwa,Brazil,BRA,pyn,Critically endangered
1572,Prasun,prasun,prasuní,Afghanistan,AFG,prn,Definitely endangered
404,Provençal,provençal,provenzal,France,FRA,oci,Severely endangered
1193,Pu,pu,pur,India,IND,caq,Critically endangered
2698,Puari,puari,puari,Papua New Guinea,PNG,pux,Critically endangered
1283,Puebla Mazatec,mazatèque de Puebla,mazateco de Puebla,Mexico,MEX,,Vulnerable
309,Puinave,puinave,puinave,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",pui,Definitely endangered
710,Pukapukan,pukapuka,pukapukano,Cook Islands,COK,pkp,Definitely endangered
1937,Pukobyê,pukobyê,gavião pukobiê,Brazil,BRA,gvp,Vulnerable
1312,Pukur,pukur,baga de Binari,Guinea,GIN,bcg,Definitely endangered
2346,Puluwat,puluwat,puluwat,Micronesia (Federated States of),FSM,puw,Severely endangered
1101,Puma,puma,puma,Nepal,NPL,pum,Severely endangered
310,Pume,yaruro,yaruro,Venezuela (Bolivarian Republic of),VEN,yae,Definitely endangered
1610,Pumpokol,,,Russian Federation,RUS,,Extinct
2267,Punan Batu,punan batu,punan batu,Malaysia,MYS,pnm,Critically endangered
549,Pupeo,pupeo,pupeo,China,CHN,laq,Definitely endangered
2718,Purik,purik,purik,"India, Pakistan","IND, PAK",prx,Vulnerable
853,Purisimeño,purisimeño,purisimeño,United States of America,USA,puy,Extinct
649,Puruborá,puruborá,puruborá,Brazil,BRA,pur,Critically endangered
550,Purum,purum,purum,India,IND,,Critically endangered
2495,Pwaamèi,pwaamèi,pwaamei,New Caledonia (France),NCL,pme,Definitely endangered
2158,Pwapwa,pwapwa,pwapwa,New Caledonia (France),NCL,pop,Severely endangered
2123,Pyu,pyu,pyu,Indonesia,IDN,pby,Severely endangered
551,Pyu,pyu,pyu,Myanmar,MMR,,Extinct
2032,Pyuma,pyuma,pyuma,China,CHN,pyu,Vulnerable
1826,Q'aanjob'al,q’aanjob'al,canjobalés,Guatemala,GTM,,Vulnerable
1751,Q'eqchi' (Belize),q’eqchi' (Belize),cachí (Belize),Belize,BLZ,kek,Vulnerable
1827,Q'eqchi' (Guatemala),q’eqchi' (Guatemala),cachí (Guatemala),Guatemala,GTM,kek,Vulnerable
650,Qawasqar,kawesqar,kahuéskar,Chile,CHL,alc,Critically endangered
2372,Qikiqtaaluk nigiani,nigiani de Qikiqtaaluk,qikiqtaaluk nigiani,Canada,CAN,ike,Vulnerable
2373,Qikiqtaaluk uannangani,uannangani de Qikiqtaaluk,qikiqtaaluk uannangani,Canada,CAN,ike,Vulnerable
1549,Quapaw,quapaw,quapaw,United States of America,USA,qua,Extinct
842,Quechan,quechan,quechan,United States of America,USA,yum,Definitely endangered
997,Quechua of Ancash and Huánuco,quechua d'Ancash et Huánuco,quechua de Ancash y de Huánuco,Peru,PER,"qec, qed, qee, qan, qei, qub, qej, qel, qem",Definitely endangered
989,Quechua of Ayacucho,quechua d'Ayacucho,quechua de Ayacucho,Peru,PER,quy,Definitely endangered
1012,Quechua of Cajamarca,quechua de Cajamarca,quechua de Cajamarca,Peru,PER,"qnt, quf",Severely endangered
998,"Quechua of Cajatambo, Pasco and northern Junín",quehcua de Cajatambo Pasco et du Junín nord,"quechua de Cajatambo, de Paso y de Junín septentrional.",Peru,PER,"qvn, qvr, qva, qxa, qxt, qxh, qvl",Severely endangered
996,Quechua of Chachapoyas,quechua de Chachapoyas,quechua de Chachapoyas,Peru,PER,quk,Critically endangered
1013,Quechua of Cuzco,quechua de Cuzco,quechua cuzqueño,Peru,PER,quz,Vulnerable
1944,Quechua of Northern Bolivia,quechua bolivien du nord,quechua boliviano septentrional,Bolivia (Plurinational State of),BOL,qul,Vulnerable
1945,Quechua of Pacaraos,quechua de Pacaraos,quechua de Pacaraos,Peru,PER,qvp,Critically endangered
1015,Quechua of Peruvian Amazonia,quechua de l'Amazonie péruvienne,quechua amazónico peruano,Peru,PER,"qln, qlb",Vulnerable
1014,Quechua of San Martín,quechua de San Martín,quechua de San Martín,Peru,PER,qsa,Severely endangered
2303,Quechua of Santiago del Estero,quechua de Santiago del Estero,quechua de Santiago del Estero,Argentina,ARG,qus,Definitely endangered
1943,Quechua of Southern Bolivia,quechua bolivien du sud,quechua boliviano meridional,Bolivia (Plurinational State of),BOL,quh,Vulnerable
1946,Quechua of Yauyos,quechua de Yauyos,quechua de Yauyos.,Peru,PER,qux,Critically endangered
1930,Quichua (Cañar and Azuay),quichua (Cañar et Azuay),quichua (Cañar y Azuay),Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Severely endangered
1935,"Quichua (Cotopaxi, Tungurahua and Chimborazo)","quichua (Cotopaxi, Tungurahua et Chimborazo)",quichua (sierra central),Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Definitely endangered
1929,Quichua (Imbabura),quichua (Imbabura),quichua (Imbabura),Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Definitely endangered
1931,Quichua (Loja),quichua (Loja),quichua (Loja),Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Severely endangered
1275,Quichua (Napo),quichua (Napo),quichua (Napo),Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Definitely endangered
1276,Quichua (Pastaza),quichua (Pastaza),quichua (Pastaza),Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Definitely endangered
586,Quichua (Salasaca),quichua (Salasaca),quichua (Salasaca),Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Definitely endangered
791,Quileute,quileute,quileutés,United States of America,USA,qui,Extinct
795,Quinault,quinault,quinault,United States of America,USA,qun,Extinct
87,Qwarenya,qwarenya,qwarenya,Ethiopia,ETH,,Extinct
1174,Rabha,rabha,rabha,India,IND,rah,Vulnerable
2316,Rahambuu,rahambuu,rahambuu,Indonesia,IDN,raz,Vulnerable
1172,Raji,raji,raji,Nepal,NPL,rji,Severely endangered
1892,Rama,rama,rama,Nicaragua,NIC,,Critically endangered
2092,Rama Cay Creole,créole de Rama Cay,rama cay,Nicaragua,NIC,,Definitely endangered
443,Rangkas,rangkas,rangkas,India,IND,rgk,Extinct
2428,Rao,rao,rao,China,CHN,tct,Definitely endangered
705,Rapa,rapa,rapano,French Polynesia (France),PYF,ray,Severely endangered
711,Rapanui,rapanui,rapanui,Chile,CHL,rap,Severely endangered
704,Rarotongan,rarotongien,rarotongano,Cook Islands,COK,rar,Vulnerable
1175,Raute,raute,raute,Nepal,NPL,rau,Severely endangered
2179,Razihi,razihi,razihi,Yemen,YEM,,Definitely endangered
2419,Red Gelao (China),gelao rouge (Chine),gelao rojo (China),China,CHN,gir,Critically endangered
2230,Red Gelao (Viet Nam),gelao rouge (Viet Nam),gelao rojo (Vietnam),Viet Nam,VNM,gir,Critically endangered
231,Rembarrnga,rembaranga,rembarunga,Australia,AUS,rmb,Critically endangered
1207,Remo,remo,remo,India,IND,bfw,Severely endangered
1139,Rengma,Rengma,rengma,India,IND,"nnl, nre",Vulnerable
2650,Repanbitip,repanbitip,repanbitip,Vanuatu,VUT,rpn,Definitely endangered
1329,Reshe,reshe,reshe,Nigeria,NGA,res,Vulnerable
1348,Resian,résien,resiano,Italy,ITA,slv,Definitely endangered
651,Resígaro,resigaro,resígaro,Peru,PER,rgr,Critically endangered
1911,Reyesano,reyesano,reyesano,Bolivia (Plurinational State of),BOL,rey,Critically endangered
1478,Rhenish Franconian,francique rhénan,franconio renano,"Germany, France","DEU, FRA",pfl,Vulnerable
2472,Riang,riang,riang,Myanmar,MMR,ril,Critically endangered
2398,Rigolet Inuktitut,inuktitut rigolet,inuí rigolet,Canada,CAN,ike,Critically endangered
1819,Rikbaktsa,rikbaktsa,rikbaktsa,Brazil,BRA,rkb,Severely endangered
879,Rio Grande Keresan,keresan du Rio Grande,queresano de Río Grande,United States of America,USA,,Definitely endangered
2133,Ririo,ririo,ririo,Solomon Islands,SLB,rri,Critically endangered
232,Ritharrngu,ritarungo,ritarungo,Australia,AUS,rit,Definitely endangered
